MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,prediction,timestamp
9.717875288630655,43.37367647210626,4.009537153151585,0.8262198986440533,541.3603865322211,4.7750427013920085,36.05943308395246,-123.28077979440079,3.98,2026-09-11T11:09:56.918973
6.4472244705460735,15.591373178356013,4.110686652097193,1.170223556399429,1995.5551980903167,2.203603326116188,41.6345776695657,-115.39833001971539,3.13,2026-09-11T11:09:57.053367
8.718052937358976,31.553503770072922,6.093897113083628,1.4357385430195035,2140.5946146819215,2.197104535972238,37.00823125574843,-123.39360461447701,4.88,2026-09-11T11:09:57.124388
1.580981440319245,37.65939231056506,4.082600231429286,1.2379932128675313,2545.036847080339,3.3505807133348835,41.082267239129024,-121.49401883502847,0.81,2026-09-11T11:09:57.184941
8.596116682938888,40.962060506742816,8.796974336192942,1.0348586729716944,2894.015069122109,3.68657829941032,40.84571178802625,-116.9952935532096,3.71,2026-09-11T11:09:57.246451
14.569526592805776,19.295283502170168,7.567729039488172,1.3798640963697653,2603.279244699774,1.346121473070414,36.89097461243979,-115.78432626102035,4.43,2026-09-11T11:09:57.295437
12.514732094987027,32.96196135609935,2.5184244099439903,1.1570711108847398,1406.4500579955222,4.320425020609398,35.560008171357865,-120.82698261366475,4.2,2026-09-11T11:09:57.352299
2.316141821436474,21.31324465008926,8.201711241741528,1.3257307675703958,822.0542377919287,4.066083640426598,35.757832411869266,-118.45450978933586,0.81,2026-09-11T11:09:57.416415
9.458863370356946,32.73631173404779,2.7364559975943887,1.3918286385263894,907.2334824416055,1.7688044197742814,37.86376018555526,-123.34586262569928,4.35,2026-09-11T11:09:57.509389
5.187418126068761,4.548932495159983,2.1576445436452705,1.0166702890474124,868.7677132410862,2.7737344239652337,32.87236467231422,-116.75688246610046,2.08,2026-09-11T11:09:57.615681
11.028039243539439,38.53009791208208,2.5958446111351217,0.9707841484189029,1879.990954074201,2.2310205794939253,33.639778533488254,-120.03110746835634,4.36,2026-09-11T11:09:57.694003
12.881010142461504,36.231567155121276,7.166096157432028,1.0841392793080735,330.68170571028884,1.091138316740659,39.44851271616874,-116.03562660548096,3.91,2026-09-11T11:09:57.770699
12.442394468734323,45.219912774641855,9.751864306211692,1.226330438386098,2755.1945985388356,4.4453542435781594,38.20616219426078,-122.80785918605552,4.26,2026-09-11T11:09:57.842685
12.379631232936426,5.466930305402662,5.023079499296373,1.1034733761808098,1269.9461031870103,3.1251390887934685,33.82373835158616,-115.67669772019244,4.5,2026-09-11T11:09:57.923233
10.32471318088039,15.974745918308567,5.750999378488474,1.408352001367335,2425.012362843126,4.454579625007088,38.92603459391675,-123.92532101427189,4.15,2026-09-11T11:09:57.981834
9.830545889888826,13.766661432485623,5.279143565074883,1.3960827407640717,1931.1821504974314,1.3545019818325552,40.2746119304686,-121.18981473623067,4.16,2026-09-11T11:09:58.058010
6.644653051379836,24.603870195406117,9.998961806778512,1.193698525309284,1824.3684448471313,1.3064649888409035,36.70851052395962,-120.68643557921791,4.59,2026-09-11T11:09:58.121533
8.921485351864497,48.89456940802233,4.423616743520714,1.2388917332552212,1731.8075347597826,1.5003011121660847,35.25055318017708,-123.86959748197573,4.34,2026-09-11T11:09:58.185241
9.239301834622665,29.98638469874259,3.3369842466052138,1.0561948218219563,1394.812618156031,2.8719965424977376,33.54155283920293,-116.95517583471927,4.16,2026-09-11T11:09:58.247613
6.782946017201576,17.35823420704754,3.4142242811955876,1.2208467991950942,536.9158352141576,2.8675102960222922,37.936514836702436,-120.02434164413557,3.16,2026-09-11T11:09:58.322022
12.910061816874487,29.59074874157288,9.84510424937166,1.1335532076183674,2419.6143447420886,3.879473250509279,41.60290467519151,-119.22543508989914,4.08,2026-09-11T11:09:58.391121
4.7674655811902085,21.003374803072717,9.656653362897945,1.2045493925366753,130.87829665307115,4.922541609110377,32.321193687899175,-118.49149044755964,2.35,2026-09-11T11:09:58.441744
11.940643127464696,4.440764144818589,5.476053224254106,1.0647298738977586,452.34633615569254,2.9864275533762448,36.67390414052078,-122.86443100895087,4.74,2026-09-11T11:09:58.547088
6.850418867707528,30.748329655345827,9.162945671432162,1.0311225097228174,844.5434588292709,2.406647396342487,32.714477817688184,-123.36660594805969,4.36,2026-09-11T11:09:58.754218
2.1800066678190317,13.824286288942488,6.303924665952762,1.2950892225995643,2075.4099027350094,4.028103838591219,39.84935966889276,-120.5098638224122,0.81,2026-09-11T11:09:58.859404
